Rank;Full Journal Title;ISSN;Journal Impact Factor
10091;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE;0008-4085;0.500
9444;CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES;0008-414X;0.618
6005;CANADIAN JOURNAL OF MICROBIOLOGY;0008-4166;1.335
6658;Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie;0008-4174;1.179
6658;Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie;0008-4174;1.179
5537;CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE;0008-4182;1.460
8868;CANADIAN JOURNAL OF PHYSICS;0008-4204;0.724
4694;CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY;0008-4212;1.704
8853;CANADIAN JOURNAL OF PLANT SCIENCE;0008-4220;0.727
10403;CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE;0008-4239;0.449
5516;CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE;0008-4263;1.466
6532;CANADIAN JOURNAL OF SOIL SCIENCE;0008-4271;1.210
5222;CANADIAN JOURNAL OF SURGERY;0008-428X;1.546
5330;CANADIAN JOURNAL OF ZOOLOGY;0008-4301;1.520
10743;CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES;0008-4395;0.384
10233;CANADIAN METALLURGICAL QUARTERLY;0008-4433;0.479
8158;CANADIAN MINERALOGIST;0008-4476;0.862
9898;CANADIAN MODERN LANGUAGE REVIEW-REVUE CANADIENNE DES LANGUES VIVANTES;0008-4506;0.538
11136;CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA;0008-4840;0.300
9317;CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE;0008-5286;0.639
527;CANCER;0008-543X;5.649
248;CANCER RESEARCH;0008-5472;8.556
4323;CARBOHYDRATE RESEARCH;0008-6215;1.817
430;CARBON;0008-6223;6.198
3848;CARDIOLOGY;0008-6312;1.994
573;CARDIOVASCULAR RESEARCH;0008-6363;5.465
11489;CARIBBEAN JOURNAL OF SCIENCE;0008-6452;0.217
3144;CARIES RESEARCH;0008-6568;2.278
9719;CARTOGRAPHIC JOURNAL;0008-7041;0.569
10151;CARYOLOGIA;0008-7114;0.494
11331;CASTANEA;0008-7475;0.255
11211;CATHOLIC UNIVERSITY LAW REVIEW;0008-8390;0.281
2910;CELLULAR IMMUNOLOGY;0008-8749;2.399
1469;CEMENT AND CONCRETE RESEARCH;0008-8846;3.480
10730;CENTAURUS;0008-8994;0.387
10730;CENTAURUS;0008-8994;0.387
11266;CENTRAL EUROPEAN HISTORY;0008-9389;0.271
7280;CEREAL CHEMISTRY;0009-0352;1.036
11402;CESKOSLOVENSKA PSYCHOLOGIE;0009-062X;0.236
11011;CHEMICAL & ENGINEERING NEWS;0009-2347;0.330
6447;CHEMICAL & PHARMACEUTICAL BULLETIN;0009-2363;1.228
11521;CHEMICAL ENGINEERING;0009-2460;0.211
2308;CHEMICAL ENGINEERING SCIENCE;0009-2509;2.750
1468;CHEMICAL GEOLOGY;0009-2541;3.482
4191;CHEMICAL PHYSICS LETTERS;0009-2614;1.860
12;CHEMICAL REVIEWS;0009-2665;37.369
5855;BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN;0009-2673;1.372
11226;CHEMICKE LISTY;0009-2770;0.279
2499;CHEMICO-BIOLOGICAL INTERACTIONS;0009-2797;2.618
4952;CHEMIE DER ERDE-GEOCHEMISTRY;0009-2819;1.622
11312;CHEMIE IN UNSERER ZEIT;0009-2851;0.258
8466;CHEMIE INGENIEUR TECHNIK;0009-286X;0.798
11775;CHEMISTRY & INDUSTRY;0009-3068;0.129
2083;CHEMISTRY AND PHYSICS OF LIPIDS;0009-3084;2.901
11253;CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS;0009-3092;0.273
8373;Chemistry of Heterocyclic Compounds;0009-3122;0.815
10271;CHEMISTRY OF NATURAL COMPOUNDS;0009-3130;0.473
7511;CHEMOTHERAPY;0009-3157;0.992
1229;CHILD DEVELOPMENT;0009-3920;3.791
4250;CHILD PSYCHIATRY & HUMAN DEVELOPMENT;0009-398X;1.839
7435;CHIMIA;0009-4293;1.000
8055;JOURNAL OF THE CHINESE CHEMICAL SOCIETY;0009-4536;0.879
9371;CHIRURG;0009-4722;0.630
6025;CHROMATOGRAPHIA;0009-5893;1.332
963;CHROMOSOMA;0009-5915;4.303
7907;UNIVERSITY OF CINCINNATI LAW REVIEW;0009-6881;0.909
69;CIRCULATION;0009-7322;17.202
151;CIRCULATION RESEARCH;0009-7330;11.551
7435;CIRUGIA ESPANOLA;0009-739X;1.000
11750;Cirugia y Cirujanos;0009-7411;0.137
8090;CLAY MINERALS;0009-8558;0.874
6471;CLAYS AND CLAY MINERALS;0009-8604;1.222
2239;CLINICA CHIMICA ACTA;0009-8981;2.799
1782;CLINICAL AND EXPERIMENTAL IMMUNOLOGY;0009-9104;3.148
2943;CLINICAL BIOCHEMISTRY;0009-9120;2.382
327;CLINICAL CHEMISTRY;0009-9147;7.457
1160;CLINICAL GENETICS;0009-9163;3.892
4961;CLINICAL OBSTETRICS AND GYNECOLOGY;0009-9201;1.619
1808;CLINICAL ORTHOPAEDICS AND RELATED RESEARCH;0009-921X;3.127
7707;CLINICAL PEDIATRICS;0009-9228;0.954
340;CLINICAL PHARMACOLOGY & THERAPEUTICS;0009-9236;7.268
3434;CLINICAL RADIOLOGY;0009-9260;2.151
1530;COGNITION;0010-0277;3.411
843;COGNITIVE PSYCHOLOGY;0010-0285;4.537
843;COGNITIVE PSYCHOLOGY;0010-0285;4.537
9689;COLEOPTERISTS BULLETIN;0010-065X;0.575
9585;Collectanea Mathematica;0010-0757;0.593
5142;COLLEGE & RESEARCH LIBRARIES;0010-0870;1.568
10984;COLLOQUIUM MATHEMATICUM;0010-1354;0.333
10941;COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS;0010-1923;0.346
8058;COLUMBIA JOURNAL OF TRANSNATIONAL LAW;0010-1931;0.878
1287;COLUMBIA LAW REVIEW;0010-1958;3.716
1013;COMBUSTION AND FLAME;0010-2180;4.168
6603;COMBUSTION SCIENCE AND TECHNOLOGY;0010-2202;1.193
7229;COMMENTARII MATHEMATICI HELVETICI;0010-2571;1.045
2960;COMMUNICATIONS IN MATHEMATICAL PHYSICS;0010-3616;2.375
9951;COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS;0010-3624;0.529
1360;COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS;0010-3640;3.617
6799;COMMUNITY DEVELOPMENT JOURNAL;0010-3802;1.145
7576;COMMUNITY MENTAL HEALTH JOURNAL;0010-3853;0.979
7747;COMPARATIVE EDUCATION REVIEW;0010-4086;0.943
3287;COMPARATIVE POLITICAL STUDIES;0010-4140;2.214
6976;COMPARATIVE POLITICS;0010-4159;1.104
8597;COMPARATIVE STUDIES IN SOCIETY AND HISTORY;0010-4175;0.773
7132;COMPOSITIO MATHEMATICA;0010-437X;1.069
3719;COMPREHENSIVE PSYCHIATRY;0010-440X;2.043
3719;COMPREHENSIVE PSYCHIATRY;0010-440X;2.043
3440;COMPUTER-AIDED DESIGN;0010-4485;2.149
7435;COMPUTER JOURNAL;0010-4620;1.000
1347;COMPUTER PHYSICS COMMUNICATIONS;0010-4655;3.635
5326;COMPUTERS IN BIOLOGY AND MEDICINE;0010-4825;1.521
8102;COMPUTING;0010-485X;0.872
9522;COMBUSTION EXPLOSION AND SHOCK WAVES;0010-5082;0.604
5676;CONDOR;0010-5422;1.427
684;CONTEMPORARY PHYSICS;0010-7514;5.000
11312;CONTEMPORARY PSYCHOANALYSIS;0010-7530;0.258
2252;CONTRACEPTION;0010-7824;2.788
1708;CONTRIBUTIONS TO MINERALOGY AND PETROLOGY;0010-7999;3.218
7435;Cooperation and Conflict;0010-8367;1.000
123;COORDINATION CHEMISTRY REVIEWS;0010-8545;12.994
11055;CORNELL INTERNATIONAL LAW JOURNAL;0010-8812;0.317
1874;CORNELL LAW REVIEW;0010-8847;3.066
5804;CORROSION;0010-9312;1.391
648;CORROSION SCIENCE;0010-938X;5.154
956;CORTEX;0010-9452;4.314
9488;COSMIC RESEARCH;0010-9525;0.610
6704;COUNSELING PSYCHOLOGIST;0011-0000;1.167
6403;CRIME & DELINQUENCY;0011-1287;1.240
761;CRIMINOLOGY;0011-1384;4.778
8819;CROATICA CHEMICA ACTA;0011-1643;0.732
5206;CROP SCIENCE;0011-183X;1.550
9192;CRUSTACEANA;0011-216X;0.664
4023;CRYOBIOLOGY;0011-2240;1.920
7327;CRYOGENICS;0011-2275;1.026
3739;CURRENT ANTHROPOLOGY;0011-3204;2.037
11526;CURRENT HISTORY;0011-3530;0.208
4303;CURRENT PROBLEMS IN SURGERY;0011-3840;1.824
7638;CURRENT SCIENCE;0011-3891;0.967
4882;CURRENT SOCIOLOGY;0011-3921;1.643
7824;CUTIS;0011-4162;0.927
11445;CYTOLOGIA;0011-4545;0.227
11199;CZECHOSLOVAK MATHEMATICAL JOURNAL;0011-4642;0.284
6096;DM DISEASE-A-MONTH;0011-5029;1.313
11844;DADOS-REVISTA DE CIENCIAS SOCIAIS;0011-5258;0.095
9036;DAEDALUS;0011-5266;0.695
5695;DECISION SCIENCES;0011-7315;1.418
10518;DEFENCE SCIENCE JOURNAL;0011-748X;0.428
5705;INTERNATIONAL JOURNAL OF DERMATOLOGY;0011-9059;1.415
908;DESALINATION;0011-9164;4.412
11956;DEUTSCHE LEBENSMITTEL-RUNDSCHAU;0012-0413;0.035
10086;DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT;0012-0472;0.503
10025;DEVELOPING ECONOMIES;0012-1533;0.517
4655;DEVELOPMENT AND CHANGE;0012-155X;1.720
2883;DEVELOPMENT GROWTH & DIFFERENTIATION;0012-1592;2.412
1773;DEVELOPMENTAL BIOLOGY;0012-1606;3.155
1361;DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY;0012-1622;3.615
3505;DEVELOPMENTAL PSYCHOBIOLOGY;0012-1630;2.128
1826;DEVELOPMENTAL PSYCHOLOGY;0012-1649;3.116
236;DIABETES;0012-1797;8.784
429;DIABETOLOGIA;0012-186X;6.206
6299;DIAGNOSTICA;0012-1924;1.265
10951;DIFFERENTIAL EQUATIONS;0012-2661;0.344
4110;DIGESTION;0012-2823;1.884
9535;DISCRETE MATHEMATICS;0012-365X;0.600
438;CHEST;0012-3692;6.136
1271;DISEASES OF THE COLON & RECTUM;0012-3706;3.739
11431;DISSENT;0012-3846;0.230
4943;Dissertationes Mathematicae;0012-3862;1.625
5591;DOCUMENTA OPHTHALMOLOGICA;0012-4486;1.444
9811;DOKLADY CHEMISTRY;0012-5008;0.554
9303;DOKLADY PHYSICAL CHEMISTRY;0012-5016;0.642
721;DRUGS;0012-6667;4.883
11046;Drvna Industrija;0012-6772;0.319
5945;DUKE LAW JOURNAL;0012-7086;1.349
3000;DUKE MATHEMATICAL JOURNAL;0012-7094;2.350
11123;Dyna;0012-7361;0.302
11890;EDN;0012-7515;0.074
948;EARTH AND PLANETARY SCIENCE LETTERS;0012-821X;4.326
362;EARTH-SCIENCE REVIEWS;0012-8252;6.991
10652;EASTERN EUROPEAN ECONOMICS;0012-8775;0.404
4284;ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE;0012-9593;1.830
280;ECOLOGICAL MONOGRAPHS;0012-9615;8.037
772;ECOLOGY;0012-9658;4.733
1060;ECONOMETRICA;0012-9682;4.053
1060;ECONOMETRICA;0012-9682;4.053
11171;ECONOMIC AND SOCIAL REVIEW;0012-9984;0.292
6959;ECONOMIC BOTANY;0013-0001;1.109
5803;ECONOMIC DEVELOPMENT AND CULTURAL CHANGE;0013-0079;1.392
2196;ECONOMIC GEOGRAPHY;0013-0095;2.824
7435;ECONOMIC HISTORY REVIEW;0013-0117;1.000
2971;ECONOMIC JOURNAL;0013-0133;2.370
9965;ECONOMIC RECORD;0013-0249;0.526
7316;ECONOMICA;0013-0427;1.029
11379;ECONOMIST-NETHERLANDS;0013-063X;0.244
8829;PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY;0013-0915;0.730
10430;EDUCATION AND URBAN SOCIETY;0013-1245;0.444
6913;EDUCATIONAL ADMINISTRATION QUARTERLY;0013-161X;1.118
5451;EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT;0013-1644;1.485
5451;EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT;0013-1644;1.485
11292;EDUCATIONAL LEADERSHIP;0013-1784;0.264
10586;Educational Philosophy and Theory;0013-1857;0.415
9609;EDUCATIONAL RESEARCH;0013-1881;0.589
1887;Educational Researcher;0013-189X;3.049
8093;EDUCATIONAL REVIEW;0013-1911;0.873
8261;Educational Studies in Mathematics;0013-1954;0.839
9509;EKONOMICKY CASOPIS;0013-3035;0.606
1952;JOURNAL OF THE ELECTROCHEMICAL SOCIETY;0013-4651;3.014
749;ELECTROCHIMICA ACTA;0013-4686;4.803
8197;ELECTRONICS LETTERS;0013-5194;0.854
4859;Biomedical Engineering-Biomedizinische Technik;0013-5585;1.650
7265;ELEMENTARY SCHOOL JOURNAL;0013-5984;1.040
9140;ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE;0013-7006;0.675
1019;ENDOCRINOLOGY;0013-7227;4.159
528;ENDOSCOPY;0013-726X;5.634
6541;ENGINEERING ECONOMIST;0013-791X;1.207
6541;ENGINEERING ECONOMIST;0013-791X;1.207
3773;ENGINEERING FRACTURE MECHANICS;0013-7944;2.024
3327;ENGINEERING GEOLOGY;0013-7952;2.196
11959;ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION;0013-8029;0.033
10498;ENGLISH HISTORICAL REVIEW;0013-8266;0.431
5609;ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;0013-8703;1.442
11030;ENTOMOLOGICAL NEWS;0013-872X;0.324
6821;ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA;0013-8746;1.140
9585;PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON;0013-8797;0.593
4432;ENVIRONMENT;0013-9157;1.781
4432;ENVIRONMENT;0013-9157;1.781
2099;ENVIRONMENT AND BEHAVIOR;0013-9165;2.892
1849;ENVIRONMENTAL RESEARCH;0013-9351;3.088
586;ENVIRONMENTAL SCIENCE & TECHNOLOGY;0013-936X;5.393
787;EPILEPSIA;0013-9580;4.706
9885;ERDE;0013-9998;0.541
9885;ERDE;0013-9998;0.541
8102;Erdkunde;0014-0015;0.872
8102;Erdkunde;0014-0015;0.872
5573;ERGONOMICS;0014-0139;1.449
5573;ERGONOMICS;0014-0139;1.449
10217;Erwerbs-Obstbau;0014-0309;0.481
5362;ETHICS;0014-1704;1.511
11617;ETHNOHISTORY;0014-1801;0.183
8647;ETHNOS;0014-1844;0.765
4963;EUPHYTICA;0014-2336;1.618
8680;REVISTA CLINICA ESPANOLA;0014-2565;0.760
7023;EUROPEAN ECONOMIC REVIEW;0014-2921;1.095
2394;EUROPEAN JOURNAL OF CLINICAL INVESTIGATION;0014-2972;2.687
1007;EUROPEAN JOURNAL OF IMMUNOLOGY;0014-2980;4.179
2332;EUROPEAN JOURNAL OF PHARMACOLOGY;0014-2999;2.730
5757;EUROPEAN NEUROLOGY;0014-3022;1.403
1466;EUROPEAN POLYMER JOURNAL;0014-3057;3.485
9046;POTATO RESEARCH;0014-3065;0.692
6754;EUROPEAN SURGICAL RESEARCH;0014-312X;1.154
1084;EVOLUTION;0014-3820;4.007
10768;EVOLUTION PSYCHIATRIQUE;0014-3855;0.378
2242;EXCEPTIONAL CHILDREN;0014-4029;2.796
7610;EXPERIMENTAL AGRICULTURE;0014-4797;0.973
2473;EXPERIMENTAL AND MOLECULAR PATHOLOGY;0014-4800;2.638
3681;EXPERIMENTAL BRAIN RESEARCH;0014-4819;2.057
1559;EXPERIMENTAL CELL RESEARCH;0014-4827;3.378
1965;EXPERIMENTAL EYE RESEARCH;0014-4835;2.998
4491;EXPERIMENTAL MECHANICS;0014-4851;1.764
804;EXPERIMENTAL NEUROLOGY;0014-4886;4.657
4950;EXPERIMENTAL PARASITOLOGY;0014-4894;1.623
7435;EXPLORATIONS IN ECONOMIC HISTORY;0014-4983;1.000
1437;FEBS LETTERS;0014-5793;3.519
11088;FAMILY LAW QUARTERLY;0014-729X;0.311
3349;FAMILY PROCESS;0014-7370;2.187
6723;FARMACIA;0014-8237;1.162
9740;FEDERAL RESERVE BANK OF ST LOUIS REVIEW;0014-9187;0.565
10169;FERROELECTRICS;0015-0193;0.491
901;FERTILITY AND STERILITY;0015-0282;4.426
11504;FIBRE CHEMISTRY;0015-0541;0.214
11792;FILTRATION & SEPARATION;0015-1882;0.124
10403;FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE;0015-1920;0.449
7562;FINANCIAL ANALYSTS JOURNAL;0015-198X;0.981
11088;FinanzArchiv;0015-2218;0.311
7376;FIRE TECHNOLOGY;0015-2684;1.016
11882;FLEISCHWIRTSCHAFT;0015-363X;0.077
7597;FLORIDA ENTOMOLOGIST;0015-4040;0.975
10679;Fluid Dynamics;0015-4628;0.396
8469;FLUORIDE;0015-4725;0.797
9755;FOLIA BIOLOGICA-KRAKOW;0015-5497;0.562
8285;FOLIA BIOLOGICA;0015-5500;0.833
6005;FOLIA MICROBIOLOGICA;0015-5632;1.335
10283;FOLIA MORPHOLOGICA;0015-5659;0.469
6276;FOLIA PARASITOLOGICA;0015-5683;1.271
8572;FOLIA PRIMATOLOGICA;0015-5713;0.778
10664;Food Hygiene and Safety Science;0015-6426;0.400
11393;FOOD TECHNOLOGY;0015-6639;0.239
5389;FORBES;0015-6914;1.505
4976;FORDHAM LAW REVIEW;0015-704X;1.615
3109;FOREIGN AFFAIRS;0015-7120;2.295
7914;FOREIGN LANGUAGE ANNALS;0015-718X;0.908
10217;FOREST PRODUCTS JOURNAL;0015-7473;0.481
4696;FOREST SCIENCE;0015-749X;1.702
4020;FORESTRY;0015-752X;1.921
8264;FORESTRY CHRONICLE;0015-7546;0.838
11344;FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH;0015-7899;0.250
1094;FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS;0015-8208;3.991
7364;FOUNDATIONS OF PHYSICS;0015-9018;1.018
3047;JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS;0016-0032;2.327
10762;FREQUENZ;0016-1136;0.379
1365;FUEL;0016-2361;3.611
11835;FUJITSU SCIENTIFIC & TECHNICAL JOURNAL;0016-2523;0.100
10189;FUNCTIONAL ANALYSIS AND ITS APPLICATIONS;0016-2663;0.486
9815;FUNDAMENTA MATHEMATICAE;0016-2736;0.553
6389;FUTURES;0016-3287;1.242
11663;FUTURIST;0016-3317;0.169
11295;Gaceta Medica de Mexico;0016-3813;0.263
62;GASTROENTEROLOGY;0016-5085;18.187
427;GASTROINTESTINAL ENDOSCOPY;0016-5107;6.217
7809;GEBURTSHILFE UND FRAUENHEILKUNDE;0016-5751;0.931
10687;GEMS & GEMOLOGY;0016-626X;0.394
2423;GENERAL AND COMPARATIVE ENDOCRINOLOGY;0016-6480;2.667
5972;GENETICA;0016-6707;1.343
8763;Genetics Research;0016-6723;0.743
807;GENETICS;0016-6731;4.644
6770;GEOBIOS;0016-6995;1.151
9425;GEOCHEMICAL JOURNAL;0016-7002;0.621
9789;GEOCHEMISTRY INTERNATIONAL;0016-7029;0.558
955;GEOCHIMICA ET COSMOCHIMICA ACTA;0016-7037;4.315
2158;GEODERMA;0016-7061;2.855
10951;Geofisica Internacional;0016-7169;0.344
2916;GEOFORUM;0016-7185;2.397
7841;Geografisk Tidsskrift-Danish Journal of Geography;0016-7223;0.923
5129;GEOGRAPHICAL ANALYSIS;0016-7363;1.571
1721;GEOGRAPHICAL JOURNAL;0016-7398;3.206
10091;GEOGRAPHICAL REVIEW;0016-7428;0.500
8902;GEOGRAPHY;0016-7487;0.719
4179;GEOLOGICAL MAGAZINE;0016-7568;1.863
944;GEOLOGICAL SOCIETY OF AMERICA BULLETIN;0016-7606;4.332
9849;JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA;0016-7622;0.547
2751;JOURNAL OF THE GEOLOGICAL SOCIETY;0016-7649;2.473
4952;NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW;0016-7746;1.622
4234;PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION;0016-7878;1.844
9799;GEOMAGNETISM AND AERONOMY;0016-7932;0.556
4268;GEOPHYSICAL PROSPECTING;0016-8025;1.835
3789;GEOPHYSICS;0016-8033;2.017
5175;GEORGE WASHINGTON LAW REVIEW;0016-8076;1.558
2444;GEORGETOWN LAW JOURNAL;0016-8092;2.654
3824;GEOTECHNIQUE;0016-8505;2.000
7927;GEOTECTONICS;0016-8521;0.905
1766;GERONTOLOGIST;0016-9013;3.168
8664;GIFTED CHILD QUARTERLY;0016-9862;0.762
9495;Ginekologia Polska;0017-0011;0.609
10722;GLASGOW MATHEMATICAL JOURNAL;0017-0895;0.389
10619;Glasnik Matematicki;0017-095X;0.410
3055;GOLD BULLETIN;0017-1557;2.323
11920;Gorteria;0017-2294;0.056
8711;GOVERNMENT AND OPPOSITION;0017-257X;0.755
8129;GRANA;0017-3134;0.868
8322;GRASAS Y ACEITES;0017-3495;0.827
3952;Groundwater;0017-467X;1.947
8067;GROWTH AND CHANGE;0017-4815;0.877
10807;GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK;0017-4947;0.371
88;GUT;0017-5749;14.921
8205;HNO;0017-6192;0.852
3203;HARVARD BUSINESS REVIEW;0017-8012;2.249
5261;HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW;0017-8039;1.536
8539;HARVARD EDUCATIONAL REVIEW;0017-8055;0.786
4709;HARVARD INTERNATIONAL LAW JOURNAL;0017-8063;1.700
9799;HARVARD JOURNAL ON LEGISLATION;0017-808X;0.556
892;HARVARD LAW REVIEW;0017-811X;4.452
7717;HASTINGS LAW JOURNAL;0017-8322;0.952
10051;HAUTARZT;0017-8470;0.511
1999;HEADACHE;0017-8748;2.961
9099;HEALTH EDUCATION JOURNAL;0017-8969;0.683
6603;HEALTH PHYSICS;0017-9078;1.193
2139;HEALTH SERVICES RESEARCH;0017-9124;2.865
2139;HEALTH SERVICES RESEARCH;0017-9124;2.865
2150;INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER;0017-9310;2.857
7061;HELVETICA CHIMICA ACTA;0018-019X;1.087
7084;HEREDITAS;0018-0661;1.083
1219;HEREDITY;0018-067X;3.801
6098;HERPETOLOGICA;0018-0831;1.312
8347;HERZOGIA;0018-0971;0.821
9063;HIGH ENERGY CHEMISTRY;0018-1439;0.690
7222;HIGH TEMPERATURE;0018-151X;1.048
9998;HIGH TEMPERATURES-HIGH PRESSURES;0018-1544;0.522
6541;HIGHER EDUCATION;0018-1560;1.207
10807;Hiroshima Mathematical Journal;0018-2079;0.371
11417;HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE;0018-2133;0.233
9425;HAHR-Hispanic American Historical Review;0018-2168;0.621
10568;HISTORICAL JOURNAL;0018-246X;0.418
8308;HISTORY AND THEORY;0018-2656;0.830
10302;HISTORY OF POLITICAL ECONOMY;0018-2702;0.467
11720;HITOTSUBASHI JOURNAL OF ECONOMICS;0018-280X;0.148
7091;European Journal of Wood and Wood Products;0018-3768;1.081
4682;HOLZFORSCHUNG;0018-3830;1.711
9659;HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY;0018-442X;0.579
3759;HORMONE AND METABOLIC RESEARCH;0018-5043;2.029
1595;HORMONES AND BEHAVIOR;0018-506X;3.340
7747;HORTSCIENCE;0018-5345;0.943
11512;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;0018-6368;0.212
8174;HUMAN BIOLOGY;0018-7143;0.857
8174;HUMAN BIOLOGY;0018-7143;0.857
4396;HUMAN DEVELOPMENT;0018-716X;1.794
5863;HUMAN FACTORS;0018-7208;1.370
5863;HUMAN FACTORS;0018-7208;1.370
8377;HUMAN ORGANIZATION;0018-7259;0.814
2497;HUMAN RELATIONS;0018-7267;2.619
3701;HYDROBIOLOGIA;0018-8158;2.051
9393;IBM JOURNAL OF RESEARCH AND DEVELOPMENT;0018-8646;0.626
6931;COMPUTER;0018-9162;1.115
4238;IEEE JOURNAL OF QUANTUM ELECTRONICS;0018-9197;1.843
1633;IEEE JOURNAL OF SOLID-STATE CIRCUITS;0018-9200;3.299
530;PROCEEDINGS OF THE IEEE;0018-9219;5.629
8322;IEEE SPECTRUM;0018-9235;0.827
4791;IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS;0018-9251;1.672
3694;IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION;0018-926X;2.053
2272;IEEE TRANSACTIONS ON AUTOMATIC CONTROL;0018-9286;2.777
2758;IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING;0018-9294;2.468
2945;IEEE TRANSACTIONS ON BROADCASTING;0018-9316;2.381
4639;IEEE TRANSACTIONS ON COMPUTERS;0018-9340;1.723
6030;IEEE TRANSACTIONS ON EDUCATION;0018-9359;1.330
6793;IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY;0018-9375;1.146
3304;IEEE TRANSACTIONS ON ELECTRON DEVICES;0018-9383;2.207
5552;IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT;0018-9391;1.454
5552;IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT;0018-9391;1.454
4585;IEEE TRANSACTIONS ON INFORMATION THEORY;0018-9448;1.737
4349;IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT;0018-9456;1.808
6251;IEEE TRANSACTIONS ON MAGNETICS;0018-9464;1.277
3136;IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES;0018-9480;2.284
6582;IEEE TRANSACTIONS ON NUCLEAR SCIENCE;0018-9499;1.198
3127;IEEE TRANSACTIONS ON RELIABILITY;0018-9529;2.287
3212;IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY;0018-9545;2.243
2522;ISA TRANSACTIONS;0019-0578;2.600
4359;IBIS;0019-1019;1.804
1556;ICARUS;0019-1035;3.383
10778;Ideggyogyaszati Szemle-Clinical Neuroscience;0019-1442;0.376
1046;IMMUNOLOGY;0019-2805;4.078
10633;INDAGATIONES MATHEMATICAE-NEW SERIES;0019-3577;0.407
11731;JOURNAL OF THE INDIAN CHEMICAL SOCIETY;0019-4522;0.145
11229;INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW;0019-4646;0.278
11656;INDIAN JOURNAL OF AGRICULTURAL SCIENCES;0019-5022;0.172
10492;INDIAN JOURNAL OF CANCER;0019-509X;0.432
6715;INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY;0019-5189;1.165
11208;INDIAN JOURNAL OF GENETICS AND PLANT BREEDING;0019-5200;0.282
9312;Indian Journal of Orthopaedics;0019-5413;0.640
8419;INDIAN JOURNAL OF PEDIATRICS;0019-5456;0.808
11823;Indian Journal of Pharmaceutical Education and Research;0019-5464;0.109
7554;Indian Journal of Psychiatry;0019-5545;0.982
7554;Indian Journal of Psychiatry;0019-5545;0.982
