Full Journal Title;ISSN;Journal Impact Factor
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND;03036758;0.963
JOURNAL OF MATHEMATICAL BIOLOGY;03036812;1.716
SCANDINAVIAN JOURNAL OF STATISTICS;03036898;0.908
JOURNAL OF CLINICAL PERIODONTOLOGY;03036979;3.915
JOURNAL OF CUTANEOUS PATHOLOGY;03036987;1.409
MOLECULAR AND CELLULAR ENDOCRINOLOGY;03037207;3.859
SOCIAL INDICATORS RESEARCH;03038300;1.380
CLINICAL NEUROLOGY AND NEUROSURGERY;03038467;1.198
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT;03039021;0.203
Linguistica Antverpiensia New Series-Themes in Translation Studies;03042294;0.200
THEORY AND SOCIETY;03042421;1.776
GERONTOLOGY;0304324X;3.096
ALTERNATIVES;03043754;0.286
AQUATIC BOTANY;03043770;1.846
ECOLOGICAL MODELLING;03043800;2.275
CANCER LETTERS;03043835;5.992
HYDROMETALLURGY;0304386X;2.290
JOURNAL OF DEVELOPMENT ECONOMICS;03043878;1.837
JOURNAL OF ELECTROSTATICS;03043886;1.286
JOURNAL OF HAZARDOUS MATERIALS;03043894;4.836
JOURNAL OF MONETARY ECONOMICS;03043932;2.488
NEUROSCIENCE LETTERS;03043940;2.107
PAIN;03043959;5.557
THEORETICAL COMPUTER SCIENCE;03043975;0.643
ULTRAMICROSCOPY;03043991;2.874
VETERINARY PARASITOLOGY;03044017;2.242
JOURNAL OF FINANCIAL ECONOMICS;0304405X;3.541
JOURNAL OF MATHEMATICAL ECONOMICS;03044068;0.434
JOURNAL OF MATHEMATICAL ECONOMICS;03044068;0.434
JOURNAL OF ECONOMETRICS;03044076;1.611
JOURNAL OF ECONOMETRICS;03044076;1.611
EUROPEAN JOURNAL OF POLITICAL RESEARCH;03044130;2.525
STOCHASTIC PROCESSES AND THEIR APPLICATIONS;03044149;1.193
BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS;03044165;5.083
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER;0304419X;7.841
MARINE CHEMISTRY;03044203;3.412
POETICS;0304422X;1.212
SCIENTIA HORTICULTURAE;03044238;1.538
PRAMANA-JOURNAL OF PHYSICS;03044289;0.692
ANNALS ACADEMY OF MEDICINE SINGAPORE;03044602;1.041
CHINESE JOURNAL OF PHYSIOLOGY;03044920;0.962
ARCHIVES OF VIROLOGY;03048608;2.255
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS;03048853;2.357
Bulletin of the Astronomical Society of India;03049523;0.704
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY;03049914;0.356
JOURNAL OF CHILD LANGUAGE;03050009;1.174
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY;03050041;0.534
COMPARATIVE EDUCATION;03050068;1.052
JOURNAL OF BIOGEOGRAPHY;03050270;3.997
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE;03050483;3.962
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE;03050483;3.962
COMPUTERS & OPERATIONS RESEARCH;03050548;1.988
INTERNATIONAL INTERACTIONS;03050629;0.791
NUCLEIC ACIDS RESEARCH;03051048;9.202
JOURNAL OF ORAL REHABILITATION;0305182X;1.926
MAMMAL REVIEW;03051838;4.116
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY;03051846;4.483
CHILD CARE HEALTH AND DEVELOPMENT;03051862;1.754
CHILD CARE HEALTH AND DEVELOPMENT;03051862;1.754
BIOCHEMICAL SYSTEMATICS AND ECOLOGY;03051978;0.988
ENGINEERING OPTIMIZATION;0305215X;1.380
BURNS;03054179;1.904
JOURNAL OF ARCHAEOLOGICAL SCIENCE;03054403;2.255
JOURNAL OF ARCHAEOLOGICAL SCIENCE;03054403;2.255
OXFORD REVIEW OF EDUCATION;03054985;0.635
EDUCATIONAL STUDIES;03055698;0.500
POLICY AND POLITICS;03055736;1.200
CIRCUIT WORLD;03056120;0.525
Review of African Political Economy;03056244;0.892
JOURNAL OF SOUTHERN AFRICAN STUDIES;03057070;0.537
JOURNAL OF MORAL EDUCATION;03057240;0.610
Studies in Science Education;03057267;2.167
Studies in Science Education;03057267;2.167
Psychology of Music;03057356;2.010
ANNALS OF BOTANY;03057364;3.982
CANCER TREATMENT REVIEWS;03057372;7.983
CHINA QUARTERLY;03057410;1.540
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY;03057453;4.919
JOURNAL OF HISTORICAL GEOGRAPHY;03057488;0.701
WORLD DEVELOPMENT;0305750X;2.438
LEPROSY REVIEW;03057518;0.831
Cambridge Journal of Education;0305764X;1.000
Compare-A Journal of Comparative and International Education;03057925;0.802
London Journal;03058034;0.207
MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES;03058298;0.833
PROGRESS IN PLANNING;03059006;2.000
OXFORD BULLETIN OF ECONOMICS AND STATISTICS;03059049;1.247
OXFORD BULLETIN OF ECONOMICS AND STATISTICS;03059049;1.247
CHEMICAL SOCIETY REVIEWS;03060012;34.090
APPLIED ENERGY;03062619;5.746
SOCIAL STUDIES OF SCIENCE;03063127;2.679
SOCIAL STUDIES OF SCIENCE;03063127;2.679
BRITISH JOURNAL OF SPORTS MEDICINE;03063674;6.724
RACE & CLASS;03063968;0.566
INFORMATION SYSTEMS;03064379;1.832
NEUROSCIENCE;03064522;3.231
PSYCHONEUROENDOCRINOLOGY;03064530;4.704
ANNALS OF NUCLEAR ENERGY;03064549;1.174
JOURNAL OF THERMAL BIOLOGY;03064565;1.621
INFORMATION PROCESSING & MANAGEMENT;03064573;1.397
INFORMATION PROCESSING & MANAGEMENT;03064573;1.397
ADDICTIVE BEHAVIORS;03064603;2.795
ADDICTIVE BEHAVIORS;03064603;2.795
BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;03065251;3.830
JOURNAL OF PEASANT STUDIES;03066150;4.311
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY;0306624X;1.006
JOURNAL OF MEDICAL ETHICS;03066800;1.764
JOURNAL OF MEDICAL ETHICS;03066800;1.764
Journal of Business Finance & Accounting;0306686X;0.837
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY;03067319;1.411
INTERNATIONAL STATISTICAL REVIEW;03067734;1.789
OPTICAL AND QUANTUM ELECTRONICS;03068919;1.290
FOOD POLICY;03069192;2.044
FOOD POLICY;03069192;2.044
MEDICAL HYPOTHESES;03069877;1.136
BRITISH JOURNAL OF GUIDANCE & COUNSELLING;03069885;0.469
INTERNATIONAL JOURNAL OF OBESITY;03070565;5.337
BULLETIN OF ECONOMIC RESEARCH;03073378;0.261
STUDIES IN HIGHER EDUCATION;03075079;1.222
European Law Review;03075400;0.221
CLINICAL AND EXPERIMENTAL DERMATOLOGY;03076938;1.315
ECOLOGICAL ENTOMOLOGY;03076946;1.687
PHYSIOLOGICAL ENTOMOLOGY;03076962;1.530
SYSTEMATIC ENTOMOLOGY;03076970;3.343
APPLIED MATHEMATICAL MODELLING;0307904X;2.291
AVIAN PATHOLOGY;03079457;1.336
MEDICAL EDUCATION;03080110;3.369
INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING;03080161;1.432
INTERDISCIPLINARY SCIENCE REVIEWS;03080188;0.347
INTERDISCIPLINARY SCIENCE REVIEWS;03080188;0.347
British Journal of Occupational Therapy;03080226;0.935
British Journal of Occupational Therapy;03080226;0.935
FIRE AND MATERIALS;03080501;1.317
TRANSPORTATION PLANNING AND TECHNOLOGY;03081060;0.706
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS;03081079;1.677
LINEAR & MULTILINEAR ALGEBRA;03081087;0.761
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS;03082105;0.983
CRITIQUE OF ANTHROPOLOGY;0308275X;0.564
ECONOMY AND SOCIETY;03085147;1.204
ENVIRONMENT AND PLANNING A;0308518X;1.460
AGRICULTURAL SYSTEMS;0308521X;2.867
Imago Mundi-The International Journal for the History of Cartography;03085694;0.135
TELECOMMUNICATIONS POLICY;03085961;0.982
TELECOMMUNICATIONS POLICY;03085961;0.982
MARINE POLICY;0308597X;2.453
FOOD CHEMISTRY;03088146;4.052
Maritime Policy & Management;03088839;1.220
HISTOPATHOLOGY;03090167;3.425
EUROPEAN JOURNAL OF MARKETING;03090566;1.088
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH;03091317;1.868
PROGRESS IN HUMAN GEOGRAPHY;03091325;5.162
PROGRESS IN PHYSICAL GEOGRAPHY;03091333;2.728
CAMBRIDGE JOURNAL OF ECONOMICS;0309166X;1.263
ADVANCES IN WATER RESOURCES;03091708;4.349
MEAT SCIENCE;03091740;2.801
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS;03091929;0.712
JOURNAL OF ADVANCED NURSING;03092402;1.917
JOURNAL OF ADVANCED NURSING;03092402;1.917
JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN;03093247;1.250
PROSTHETICS AND ORTHOTICS INTERNATIONAL;03093646;0.930
Dutch Crossing-Journal of Low Countries Studies;03096564;0.065
JOURNAL OF PHILOSOPHY OF EDUCATION;03098249;0.444
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION;03098265;1.034
AUSTRALIAN MAMMALOGY;03100049;0.872
ANAESTHESIA AND INTENSIVE CARE;0310057X;1.283
ALCHERINGA;03115518;1.196
AUSTRALIAN EDUCATIONAL RESEARCHER;03116999;0.696
AUSTRALIAN ARCHAEOLOGY;03122417;0.638
Australian Social Work;0312407X;0.667
Australasian Journal of Early Childhood;03125033;0.427
CLINICAL PHARMACOKINETICS;03125963;4.829
AUSTRALIAN JOURNAL OF MANAGEMENT;03128962;1.400
TELOPEA;03129764;0.462
AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION;03136647;0.667
HISTORIA MATHEMATICA;03150860;0.464
HISTORIA MATHEMATICA;03150860;0.464
GEOSCIENCE CANADA;03150941;1.225
CANADIAN JOURNAL OF CIVIL ENGINEERING;03151468;0.586
JOURNAL OF RHEUMATOLOGY;0315162X;3.236
UTILITAS MATHEMATICA;03153681;0.273
INFOR;03155986;0.095
TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING;03158977;0.333
PULP & PAPER-CANADA;03164004;0.058
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES;03170861;0.475
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES;03171671;0.852
CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE;03186431;0.426
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE;03195724;0.413
ACTA PHYSICA SLOVACA;03230465;0.500
BIOMETRICAL JOURNAL;03233847;0.683
ACTA ZOOLOGICA BULGARICA;03240770;0.310
Bulgarian Chemical Communications;03241130;0.229
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING;03245853;0.460
Idojaras;03246329;0.810
Environment Protection Engineering;03248828;0.505
Archivos Argentinos de Pediatria;03250075;0.530
ACTA BIOQUIMICA CLINICA LATINOAMERICANA;03252957;0.074
REVISTA ARGENTINA DE MICROBIOLOGIA;03257541;0.551
Latin American Journal of Pharmacy;03262383;0.329
Revista de Nefrologia Dialisis y Trasplante;03263428;0.000
LATIN AMERICAN APPLIED RESEARCH;03270793;0.121
Revista Argentina de Clinica Psicologica;03276716;0.280
Revista Argentina de Clinica Psicologica;03276716;0.280
BIOCELL;03279545;0.423
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING;03321649;0.430
Irish Educational Studies;03323315;0.431
Nordic Journal of Linguistics;03325865;0.400
MODELING IDENTIFICATION AND CONTROL;03327353;0.250
CEPHALALGIA;03331024;6.052
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;03337308;0.821
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;03337308;0.821
INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES;03340082;0.203
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM;0334018X;0.912
REVIEWS IN THE NEUROSCIENCES;03341763;3.198
PHYTOPARASITICA;03342123;1.034
SYMBIOSIS;03345114;1.284
CORROSION REVIEWS;03346005;1.450
JOURNAL OF POLYMER ENGINEERING;03346447;0.631
HIGH TEMPERATURE MATERIALS AND PROCESSES;03346455;0.349
ISRAEL JOURNAL OF VETERINARY MEDICINE;03349152;0.293
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES;03355322;0.182
REVUE D ETUDES COMPARATIVES EST-OUEST;03380599;0.095
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH;03400131;2.061
PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG;03400727;2.681
Topics in Current Chemistry;03401022;4.014
BIOLOGICAL CYBERNETICS;03401200;1.611
ZEITSCHRIFT FUR SOZIOLOGIE;03401804;0.809
ZEITSCHRIFT FUR RHEUMATOLOGIE;03401855;0.569
ANATOMIA HISTOLOGIA EMBRYOLOGIA;03402096;0.615
UROLOGE;03402592;0.331
PHYTOCOENOLOGIA;0340269X;1.828
ARCHIVES OF DERMATOLOGICAL RESEARCH;03403696;2.146
TRANSITION METAL CHEMISTRY;03404285;1.465
JOURNAL OF NEUROLOGY;03405354;3.408
BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS;03405370;0.060
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY;03405443;2.382
ARCHIVES OF TOXICOLOGY;03405761;6.637
EUROPEAN JOURNAL OF PEDIATRICS;03406199;1.791
THROMBOSIS AND HAEMOSTASIS;03406245;5.255
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY;03406253;3.858
HUMAN GENETICS;03406717;5.138
CANCER IMMUNOLOGY IMMUNOTHERAPY;03407004;4.846
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY;03407594;1.988
Empirica;03408744;0.359
HERZ;03409937;0.751
AKTUELLE RHEUMATOLOGIE;0341051X;0.069
LUNG;03412040;2.000
Communications-European Journal of Communication Research;03412059;0.595
INTERNATIONAL ORTHOPAEDICS;03412695;2.387
CATENA;03418162;2.612
SPIXIANA;03418391;0.673
PHYSICS AND CHEMISTRY OF MINERALS;03421791;1.585
PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT;0342183X;0.349
LaboratoriumsMedizin-Journal of Laboratory Medicine;03423026;0.104
INTENSIVE CARE MEDICINE;03424642;10.125
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;03425282;1.250
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;03425282;1.250
OIL GAS-EUROPEAN MAGAZINE;03425622;0.299
IRRIGATION SCIENCE;03427188;1.948
MATHEMATICAL INTELLIGENCER;03436993;0.234
CURRENT MICROBIOLOGY;03438651;1.519
PATHOLOGY RESEARCH AND PRACTICE;03440338;1.388
ALLERGOLOGIE;03445062;0.161
NEUROSURGICAL REVIEW;03445607;2.166
CANCER CHEMOTHERAPY AND PHARMACOLOGY;03445704;2.824
Sugar Industry-Zuckerindustrie;03448657;0.250
Scandinavian Actuarial Journal;03461238;1.596
Scandinavian Actuarial Journal;03461238;1.596
SYSTEM;0346251X;0.834
SCANDINAVIAN JOURNAL OF ECONOMICS;03470520;1.298
SWEDISH DENTAL JOURNAL;03479994;0.381
Gradevinar;03502465;0.158
SCIENCE OF SINTERING;0350820X;0.781
Zdravstveno Varstvo;03510026;0.203
Geodetski Vestnik;03510271;0.253
Geofizika;03523659;0.944
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY;03525139;0.970
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS;03529045;0.433
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY;03529568;0.675
Psychiatria Danubina;03535053;1.879
Psychiatria Danubina;03535053;1.879
Promet-Traffic & Transportation;03535320;0.509
Acta Clinica Croatica;03539466;0.412
CROATIAN MEDICAL JOURNAL;03539504;1.483
Archives of Biological Sciences;03544664;0.367
Filomat;03545180;0.603
Thermal Science;03549836;0.939
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH;03553140;3.793
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH;03553140;3.793
SEX ROLES;03600025;1.582
ACM COMPUTING SURVEYS;03600300;5.243
Advances in Catalysis;03600564;4.500
Annual Review of Sociology;03600572;4.509
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES;03601234;1.247
EDUCATIONAL GERONTOLOGY;03601277;0.429
PROGRESS IN ENERGY AND COMBUSTION SCIENCE;03601285;16.784
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;03601293;0.778
COMPUTERS & EDUCATION;03601315;2.881
COMPUTERS & EDUCATION;03601315;2.881
BUILDING AND ENVIRONMENT;03601323;3.394
DRUG METABOLISM REVIEWS;03602532;4.526
POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING;03602559;1.511
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS;03603016;4.495
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY;03603199;3.205
HUMAN COMMUNICATION RESEARCH;03603989;2.400
INFLAMMATION;03603997;2.618
JOURNAL OF NEUROSCIENCE RESEARCH;03604012;2.689
COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS;03605302;1.444
JOURNAL OF MEDICINE AND PHILOSOPHY;03605310;1.293
ENERGY;03605442;4.292
CHEMICAL ENGINEERING PROGRESS;03607275;0.364
HEALTH & SOCIAL WORK;03607283;1.523
COMPUTERS & INDUSTRIAL ENGINEERING;03608352;2.086
ECONOMIC GEOLOGY;03610128;2.487
RESEARCH IN HIGHER EDUCATION;03610365;1.000
JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS;03610470;0.492
EXPERIMENTAL AGING RESEARCH;0361073X;1.103
MANUFACTURING ENGINEERING;03610853;0.023
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION;03610918;0.397
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS;03610926;0.300
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION;03611434;1.243
TRANSPORTATION RESEARCH RECORD;03611981;0.522
COLOR RESEARCH AND APPLICATION;03612317;0.847
DISASTERS;03613666;1.080
ACCOUNTING ORGANIZATIONS AND SOCIETY;03613682;2.464
CONTEMPORARY EDUCATIONAL PSYCHOLOGY;0361476X;2.492
Solid Fuel Chemistry;03615219;0.258
JOURNAL OF ELECTRONIC MATERIALS;03615235;1.491
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL;03615995;1.752
HEALTH CARE MANAGEMENT REVIEW;03616274;1.515
SOCIOBIOLOGY;03616525;0.702
PSYCHOLOGY OF WOMEN QUARTERLY;03616843;2.397
JOURNAL OF HEALTH POLITICS POLICY AND LAW;03616878;1.436
JOURNAL OF HEALTH POLITICS POLICY AND LAW;03616878;1.436
GLASS AND CERAMICS;03617610;0.554
PROGRAMMING AND COMPUTER SOFTWARE;03617688;0.390
OPERATIVE DENTISTRY;03617734;2.819
AMERICAN JOURNAL OF ROENTGENOLOGY;0361803X;2.660
AMERICAN JOURNAL OF HEMATOLOGY;03618609;5.000
BRAIN RESEARCH BULLETIN;03619230;2.572
MCN-The American Journal of Maternal-Child Nursing;0361929X;0.700
MCN-The American Journal of Maternal-Child Nursing;0361929X;0.700
JOURNAL OF FOOD PROTECTION;0362028X;1.609
ACM SIGPLAN NOTICES;03621340;0.488
HOUSTON JOURNAL OF MATHEMATICS;03621588;0.273
Annual Review of Pharmacology and Toxicology;03621642;14.769
SPINE;03622436;2.439
JOURNAL OF MORPHOLOGY;03622525;1.521
SOCIAL SCIENCE JOURNAL;03623319;0.807
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS;03624803;1.532
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS;0362546X;1.125
CLINICAL NEUROPHARMACOLOGY;03625664;1.748
ACM TRANSACTIONS ON DATABASE SYSTEMS;03625915;0.633
CURRICULUM INQUIRY;03626784;0.812
LEGISLATIVE STUDIES QUARTERLY;03629805;0.810
SIAM JOURNAL ON CONTROL AND OPTIMIZATION;03630129;1.491
SUICIDE AND LIFE-THREATENING BEHAVIOR;03630234;2.726
WOMEN & HEALTH;03630242;1.337
HEMOGLOBIN;03630269;0.747
LIBRARY JOURNAL;03630277;0.411
Lithuanian Mathematical Journal;03631672;0.314
JOURNAL OF FAMILY HISTORY;03631990;0.238
FISHERIES;03632415;2.429
Nurse Educator;03633624;0.991
Nurse Educator;03633624;0.991
JOURNAL OF HAND SURGERY-AMERICAN VOLUME;03635023;1.640
AMERICAN JOURNAL OF SPORTS MEDICINE;03635465;4.517
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY;03636119;3.168
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY;03636135;3.324
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY;03636143;3.395
SYSTEMATIC BOTANY;03636445;1.098
ACADEMY OF MANAGEMENT REVIEW;03637425;7.288
COMMUNICATION MONOGRAPHS;03637751;1.200
PUBLIC RELATIONS REVIEW;03638111;1.249
JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY;03638715;1.470
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY;03639045;2.429
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS;03639061;1.758
INTERNATIONAL JOURNAL OF ENERGY RESEARCH;0363907X;2.529
CLINICAL NUCLEAR MEDICINE;03639762;4.278
COGNITIVE SCIENCE;03640213;2.706
ENVIRONMENTAL MANAGEMENT;0364152X;1.857
AESTHETIC PLASTIC SURGERY;0364216X;1.065
WORLD JOURNAL OF SURGERY;03642313;2.523
SKELETAL RADIOLOGY;03642348;1.527
ADMINISTRATION IN SOCIAL WORK;03643107;0.750
NEUROCHEMICAL RESEARCH;03643190;2.472
ANNALS OF NEUROLOGY;03645134;9.638
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY;03645916;2.129
MATHEMATICS OF OPERATIONS RESEARCH;0364765X;1.406
JOURNAL OF GRAPH THEORY;03649024;0.796
IEEE JOURNAL OF OCEANIC ENGINEERING;03649059;1.648
Archives of Agronomy and Soil Science;03650340;1.118
ACTA BOTANICA CROATICA;03650588;0.734
ANAIS BRASILEIROS DE DERMATOLOGIA;03650596;0.880
ARCHIV DER PHARMAZIE;03656233;2.043
BULLETIN MENSUEL DE LA SOCIETE LINNEENNE DE LYON;03661326;0.067
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO;03663175;0.280
CALDASIA;03665232;0.250
CHEMICAL PAPERS;03666352;1.326
CHINESE MEDICAL JOURNAL;03666999;0.957
CHEMISTRY LETTERS;03667022;1.550
ECOLOGY OF FOOD AND NUTRITION;03670244;0.894
ESTUDIOS GEOLOGICOS-MADRID;03670449;0.325
FLORA;03672530;1.590
FITOTERAPIA;0367326X;2.408
Gesunde Pflanzen;03674223;0.306
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND;03675211;1.000
Hemijska Industrija;0367598X;0.437
Indian Journal of Animal Research;03676722;0.091
INDIAN JOURNAL OF ANIMAL SCIENCES;03678318;0.174
IRISH VETERINARY JOURNAL;03680762;0.824
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA;03682048;1.561
JOURNAL DE GYNECOLOGIE OBSTETRIQUE ET BIOLOGIE DE LA REPRODUCTION;03682315;0.749
JAPANESE JOURNAL OF CLINICAL ONCOLOGY;03682811;1.889
KYBERNETES;0368492X;0.637
OSIRIS;03697827;0.281
OSIRIS;03697827;0.281
PATHOLOGIE BIOLOGIE;03698114;1.009
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES;03698203;0.390
Periodico di Mineralogia;03698963;0.600
Pigment & Resin Technology;03699420;0.697
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES;0370047X;0.214
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS;03701573;16.240
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS;03701972;1.522
PHYSICS LETTERS B;03702693;4.787
REDIA-GIORNALE DI ZOOLOGIA;03704327;0.615
Srpski Arhiv za Celokupno Lekarstvo;03708179;0.277
Transactions of the Indian Ceramic Society;0371750X;0.548
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA;03721426;0.484
VETERINARSKI ARHIV;03725480;0.321
ZEITSCHRIFT FUR GEOMORPHOLOGIE;03728854;1.103
ANNALES DE L INSTITUT FOURIER;03730956;0.494
Sumarski List;03731332;0.235
ARCHIVES OF MECHANICS;03732029;0.923
ARDEA;03732266;0.711
REVUE D ECONOMIE POLITIQUE;03732630;0.096
CANDOLLEA;03732967;0.386
ANNALI DI MATEMATICA PURA ED APPLICATA;03733114;0.861
LIBRARY AND INFORMATION SCIENCE;03734447;0.158
JOURNAL OF NAVIGATION;03734633;1.267
South African Geographical Journal;03736245;0.423
JOURNAL OF BRYOLOGY;03736687;1.325
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE;03741036;0.617
JOURNAL OF ELASTICITY;03743535;1.656
JOURNAL OF THE KOREAN PHYSICAL SOCIETY;03744884;0.445
MIKROBIYOLOJI BULTENI;03749096;0.667
ODONATOLOGICA;03750183;0.521
PALAEONTOGRAPHICA ABTEILUNG B-PALAOPHYTOLOGIE;03750299;1.556
PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE;03750442;1.519
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE;03751589;0.511
GEOTHERMICS;03756505;2.323
JOURNAL OF GEOCHEMICAL EXPLORATION;03756742;2.147
BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA;03757633;0.730
VETERINARNI MEDICINA;03758427;0.560
Minerva Anestesiologica;03759393;2.036
NUCLEAR PHYSICS A;03759474;1.258
PHYSICS LETTERS A;03759601;1.677
PROGRESS IN AEROSPACE SCIENCES;03760421;3.811
ESA BULLETIN-EUROPEAN SPACE AGENCY;03764265;0.568
INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEMISTRY;03764699;0.471
INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETICAL & ANALYTICAL CHEMISTRY;03764710;0.729
BEHAVIOURAL PROCESSES;03766357;1.318
BEHAVIOURAL PROCESSES;03766357;1.318
JOURNAL OF MEMBRANE SCIENCE;03767388;5.557
Development Southern Africa;0376835X;0.424
DRUG AND ALCOHOL DEPENDENCE;03768716;3.349
DRUG AND ALCOHOL DEPENDENCE;03768716;3.349
ENVIRONMENTAL CONSERVATION;03768929;2.235
INTERNATIONAL JOURNAL OF FRACTURE;03769429;1.642
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS;03770257;2.172
